Filename,"Asset ID","Folder ID",CUSTOMFIELD1,CUSTOMFIELD20,CUSTOMFIELD21,CUSTOMFIELD22,CUSTOMFIELD23,CUSTOMFIELD24,CUSTOMFIELD25,CUSTOMFIELD26,CUSTOMFIELD27,CUSTOMFIELD28,CUSTOMFIELD29,CUSTOMFIELD30,CUSTOMFIELD31,CUSTOMFIELD32,CUSTOMFIELD33,CUSTOMFIELD34,CUSTOMFIELD35,CUSTOMFIELD36,CUSTOMFIELD40,CUSTOMFIELD52,CUSTOMFIELD53,CUSTOMFIELD54,Width,Height,KEYWORD
HYA_000000772-001_A.jpg,98794129,6861302,New,,,,,772,,HYA.772,1,"8.5"" x 11""",,"Concept Name West Atrium Running Escalator Curving Wall","Regular Perspective",,,4/23/15,,,,,1/1/12,10/20/17,1500,1195,
HYA_000000686-001_A.jpg,98794127,6861302,New,,,,,686,,HYA.686,1,"17.5"" x 12""",,"Concept Name Pavilion and Park","Bird's Eye Perspective",,,4/22/15,,,,,1/1/11,10/20/17,1075,1500,
HYA_000000763-001_A.jpg,98794126,6861302,New,,,,,763,,HYA.763,1,"8.5"" x 11""",,"Concept Name Concept Options","Text; Columns; 6 of 6",,,4/23/15,,,,,1/1/12,10/20/17,1500,1282,
A-153-00.dwg,98794125,6861319,New,Unknown,,,,,,,,,,,,,,,,,,,,11/19/19,,,"Eastern Rail Yard,The Shed"
HYA_000001555-001_D.jpg,98794123,6861300,New,"Related Companies",Destroyed,,,1555,,HYA.1555,1,"26.5"" x 26"" x 40""",Cornstarch,ERY,"Landscape; Public Art; Retail Pavilion",,"2015-09-01 - Destroyed.",,"Asset Atelier:Julie Maher,Related Companies:Kelly Turner",,,,,5/6/19,1374,1500,"Architectural Models"
HYA_000000800-001_A.jpg,98794122,6861302,New,"Elkus Manfredi Architects",Deaccessioned,"Returned to Original Lender",,800,,HYA.800,1,"18"" x 29""","Trace Paper,Marker Pen","Concept Name Section Plan Vertical Circulation","Bird's Eye Perspective",,"2015-10-07 - MS - Deaccessioned",4/23/15,"Asset Atelier:",,"Conceptual Design",,1/1/12,12/11/17,1500,990,"Design Documents,Original Sketches,Architecture and Design,Elkus Manfredi Architects,Americas,United States,NY - New York,Hudson Yards"
"A302 24x36 (1).pdf",98794121,6861305,New,Unknown,,,,,,,,,,,,,,,,,,,,11/19/19,2592,1728,"Eastern Rail Yard,The Shed"
A-106-00.dwg,98794120,6861319,New,Unknown,,,,,,,,,,,,,,,,,,,,11/19/19,,,"Eastern Rail Yard,The Shed"
A-108-00.dwg,98794119,6861319,New,Unknown,,,,,,,,,,,,,,,,,,,,11/19/19,,,"Eastern Rail Yard,The Shed"
HYA_000001553-001_D.jpg,98794118,6861300,,,,,,1553,,HYA.1553,1,"27"" x 22"" x 18.5""",,"10 HY; 30 HY","10 Hudson Yards; 30 Hudson Yards",,,,,,,,,1/13/17,331,1500,
Hudson_Yards_Sketch_WEP2.jpg,98794117,6861301,New,"Kohn Pedersen Fox Associates",,,,,,,,,,,,,,,,,,,,11/21/19,3788,3300,"Design Documents,Concept Sketches,Architects and Designers,William Pedersen"
Pederson_Sketch.jpg,98794116,6861301,New,"Kohn Pedersen Fox Associates",,,,,,,,,,,,,,,,,,,,11/21/19,7232,10071,"Design Documents,Concept Sketches,Architects and Designers,William Pedersen,Americas,United States,NY - New York,Hudson Yards"
HYA_000000779-001_A.jpg,98794114,6861302,New,"Elkus Manfredi Architects",Deaccessioned,"Returned to Original Lender",,779,,HYA.779,1,"12"" x 16""","Trace Paper,Marker Pen",,"Regular Perspective",,"2015-10-07 - MS - Deaccessioned",4/23/15,"Asset Atelier:",,"Conceptual Design",,1/1/12,5/23/18,1500,799,"Design Documents,Original Sketches,Architecture and Design,Elkus Manfredi Architects,Americas,United States,NY - New York,Hudson Yards"
HYA_000000707-001_A.jpg,98794113,6861302,New,"Elkus Manfredi Architects",Deaccessioned,"Returned to Original Lender",,707,,HYA.707,1,"11"" x 17""","Marker Pen,White Copy Paper","Concept Name Pavilion and Park","Bird's Eye Perspective; (double-sided)",,"2015-10-07 - MS - Deaccessioned",4/22/15,"Asset Atelier:",,"Conceptual Design",,1/1/11,2/26/18,1500,1129,"Design Documents,Original Sketches,Architecture and Design,Elkus Manfredi Architects"
A-302-00.dwg,98794112,6861319,New,Unknown,,,,,,,,,,,,,,,,,,,,11/19/19,,,"Eastern Rail Yard,The Shed"
HYA_000000705-001_A.jpg,98794111,6861302,New,"Elkus Manfredi Architects",Deaccessioned,"Returned to Original Lender",,705,,HYA.705,1,"12"" x 32""","Trace Paper,Marker Pen","Concept Name Pavilion and Park","Bird's Eye Perspective; (Park Sketch)",,"2015-10-07 - MS - Deaccessioned",4/22/15,"Asset Atelier:",,"Conceptual Design",,1/1/11,5/23/18,1500,643,"Design Documents,Original Sketches,Architecture and Design,Elkus Manfredi Architects,Americas,United States,NY - New York,Hudson Yards"
"Related Committment Letter draft 4 22 10 mms.doc",98794110,6861306,New,Unknown,,,,,,,,,,,,,,,,,,,,11/19/19,,,"Eastern Rail Yard,The Shed"
"Related Committment Letter draft 4 22 10 mms.doc",98794110,6861306,New,Unknown,,,,,,,,,,,,,,,,,,,,11/19/19,,,"Eastern Rail Yard,The Shed"
"open issues.docx",98794109,6861309,New,Unknown,,,,,,,,,,,,,,,,,,,,11/19/19,,,"Eastern Rail Yard,The Shed"
"2012_02-06 Culture Shed imagery_Page_09.jpg",98794107,6861313,New,Unknown,,,,,,,,,,,,,,,,,,,2/6/12,11/23/19,2000,1500,"Eastern Rail Yard,The Shed,Americas,United States,NY - New York,Hudson Yards"
HYA_000000704-001_A.jpg,98794106,6861302,New,,,,,704,,HYA.704,1,"12"" x 22""",,"Concept Name Pavilion and Park","Bird's Eye Perspective",,,4/22/15,,,,,11/15/11,10/20/17,1500,925,
HYA_000000699-001_A.jpg,98794104,6861302,New,"Elkus Manfredi Architects",Deaccessioned,"Returned to Original Lender",,699,,HYA.699,1,"12"" x 33""","Trace Paper,Marker Pen","Concept Name Pavilion and Park","Bird's Eye Perspective",,"2015-10-07 - MS - Deaccessioned",1/1/11,"Asset Atelier:",,"Conceptual Design",,1/1/11,5/23/18,1500,570,"Design Documents,Original Sketches,Architecture and Design,Elkus Manfredi Architects,Americas,United States,NY - New York,Hudson Yards"
HYA_000000902-001_A.jpg,98794103,6861302,New,,,,,902,,HYA.902,1,"12.5"" x 19""",,,"Regular Perspective",,,4/23/15,,,,,1/1/13,10/20/17,1500,1024,
HYA_000001551-001_B.jpg,98794102,6861300,,,,,,1551,,HYA.1551,1,,,"10 HY; 30 HY","10 Hudson Yards; 30 Hudson Yards",,,,,,,,,1/13/17,338,1500,
HYA_000000807-001_A.jpg,98794101,6861302,New,"Elkus Manfredi Architects",Deaccessioned,"Returned to Original Lender",,807,,HYA.807,1,"12"" x 23""","Trace Paper,Marker Pen",,"Bird's Eye Perspective",,"2015-10-07 - MS - Deaccessioned",4/23/15,"Asset Atelier:",,"Conceptual Design",,1/1/12,12/12/17,1500,1035,"Design Documents,Original Sketches,Architecture and Design,Elkus Manfredi Architects,Americas,United States,NY - New York,Hudson Yards"
HYA_000001552-001_C.jpg,98794100,6861300,,,,,,1552,,HYA.1552,1,,,"10 HY; 30 HY","10 Hudson Yards; 30 Hudson Yards",,,,,,,,,1/13/17,458,1470,
HYA_000000721-001_A.jpg,98794099,6861302,New,"Elkus Manfredi Architects",Deaccessioned,"Returned to Original Lender",,721,,HYA.721,1,"11"" x 17""","Vellum Paper,Marker Pen","Concept Name Pavilion and Park","Bird's Eye Perspective; (Landscape Concept)",,"2015-10-07 - MS - Deaccessioned",4/22/15,"Asset Atelier:",,"Conceptual Design",,1/1/11,5/23/18,1500,1072,"Design Documents,Original Sketches,Architecture and Design,Elkus Manfredi Architects,Americas,United States,NY - New York,Hudson Yards"
HYA_000001553-001_E.jpg,98794098,6861300,,,,,,1553,,HYA.1553,1,"27"" x 22"" x 18.5""",,"10 HY; 30 HY","10 Hudson Yards; 30 Hudson Yards",,,,,,,,,1/13/17,736,1449,
HYA_000000799-001_A.jpg,98794097,6861302,New,"Elkus Manfredi Architects",Deaccessioned,"Returned to Original Lender",,799,,HYA.799,1,"18"" x 34""","Trace Paper,Marker Pen,Color Marker Pen",,"Bird's Eye Perspective",,"2015-10-07 - MS - Deaccessioned",4/23/15,"Asset Atelier:",,"Conceptual Design",,,12/11/17,1500,943,"Design Documents,Original Sketches,Architecture and Design,Elkus Manfredi Architects,Americas,United States,NY - New York,Hudson Yards"
HYA_000000784-001_A.jpg,98794096,6861302,New,"Elkus Manfredi Architects",Deaccessioned,"Returned to Original Lender",,784,,HYA.784,1,"8.5"" x 11""","Vellum Paper,Marker Pen",,,,"2015-10-07 - MS - Deaccessioned",4/23/15,"Asset Atelier:",,"Conceptual Design",,,12/11/17,1500,1203,"Design Documents,Original Sketches,Architecture and Design,Elkus Manfredi Architects,Americas,United States,NY - New York,Hudson Yards"
HYA_000000773-001_A.jpg,98794095,6861302,New,,,,,773,,HYA.773,1,"8.5"" x 11""",,"Concept Name West Atrium Running Escalator Curving Wall","Regular Perspective",,,4/23/15,,,,,1/1/12,10/20/17,1500,1197,
HYA_000001546-001_B.jpg,98794094,6861300,,,,,,1546,,HYA.1546,1,"11.5"" x 3"" x 2""",,"10 HY; 30 HY","10 Hudson Yards; 30 Hudson Yards",,,,,,,,,1/13/17,342,1474,
HYA_000000743-001_A.jpg,98794093,6861302,New,,,,,743,,HYA.743,1,"8.5"" x 11""",,"Concept Name Pavilion and Park","Bird's Eye Perspective",,,4/22/15,,,,,1/1/11,10/20/17,1500,1195,
fashionweek.pdf,98794092,6861305,New,Unknown,,,,,,,,,,,,,,,,,,,,11/19/19,1224,792,"Eastern Rail Yard,The Shed"
air.pdf,98794091,6861305,New,Unknown,,,,,,,,,,,,,,,,,,,,11/19/19,1224,792,"Eastern Rail Yard,The Shed"
air.pdf,98794091,6861305,New,,,,,,,,,,,,,,,,,,,,,11/19/19,1224,792,
HYA_000000778-001_A.jpg,98794090,6861302,New,"Elkus Manfredi Architects",Deaccessioned,"Returned to Original Lender",,778,,HYA.778,1,"12"" x 16""","Trace Paper,Marker Pen",,"Regular Perspective",,"2015-10-07 - MS - Deaccessioned",4/23/15,"Asset Atelier:",,"Conceptual Design",,1/1/12,5/23/18,1500,1195,"Design Documents,Original Sketches,Architecture and Design,Elkus Manfredi Architects,Americas,United States,NY - New York,Hudson Yards"
"2012_02-06 Culture Shed imagery_Page_06.jpg",98794089,6861313,New,Unknown,,,,,,,,,,,,,,,,,,,2/6/12,11/23/19,2000,1500,"Eastern Rail Yard,The Shed,Americas,United States,NY - New York,Hudson Yards"
HYA_000001556-001_D.jpg,98794086,6861300,New,"Related Companies",Destroyed,,,1556,,HYA.1556,1,"28"" x 28.5"" x 42""",Cornstarch,ERY,"Landscape; Public Art; Retail Pavilion",,"2015-09-01 - Destroyed.",,"Asset Atelier:Julie Maher,Related Companies:Kelly Turner",,,,,5/6/19,1232,1500,"Architectural Models"
HYA_000001552-001_E.jpg,98794084,6861300,,,,,,1552,,HYA.1552,1,,,"10 HY; 30 HY","10 Hudson Yards; 30 Hudson Yards",,,,,,,,,1/13/17,905,1218,
HYA_000001552-001_D.jpg,98794083,6861300,,,,,,1552,,HYA.1552,1,,,"10 HY; 30 HY","10 Hudson Yards; 30 Hudson Yards",,,,,,,,,1/13/17,322,1500,
"Exhibit C - Pavilion Work Letter  3.8.2017.pdf",98794082,6861302,New,Unknown,,,,,,,,,,,,,,,,,,,3/8/17,4/11/18,612,792,"Documents,DraftAmericas,United States,NY - New York,Hudson Yards"
HYA_000001549-001_F.jpg,98794081,6861300,,,,,,1549,,HYA.1549,1,,,"10 HY; 30 HY","10 Hudson Yards; 30 Hudson Yards",,,,,,,,,1/13/17,642,1291,
HYA_000000695-001_A.jpg,98794079,6861302,New,,,,,695,,HYA.695,1,"8.5"" x 11""",,"Concept Name Pavilion and Park","Bird's Eye Perspective; (double-sided)",,"2015-10-07 - MS - Deaccessioned",4/22/15,,,,,1/1/11,10/20/17,1500,1266,
HYA_000001550-001_B.jpg,98794078,6861300,,,,,,1550,,HYA.1550,1,,,"10 HY; 30 HY","10 Hudson Yards; 30 Hudson Yards",,,,,,,,,1/13/17,408,1476,
HYA_000000722-001_A.jpg,98794076,6861302,New,"Elkus Manfredi Architects","Needs Storage Approval","Related Companies Hudson Yards Storage Cabinet",,722,,HYA.722,1,"8.5"" x 11""",,"Concept Name Pavilion and Park","Regular Perspective",,,4/22/15,"Julie Maher,Kelly Turner",,,,1/1/11,5/23/18,1500,1204,"Design Documents,Original Sketches,Architecture and Design,Elkus Manfredi Architects"
HYA_000001539-001_D.jpg,98794074,6861300,,,,,,1539,,HYA.1539,1,"13"" x 3"" x 2""",,"10 HY; 30 HY","10 Hudson Yards; 30 Hudson Yards",,"Two separate pieces",,,,,,,1/13/17,330,1500,
HYA_000001551-001_C.jpg,98794073,6861300,,,,,,1551,,HYA.1551,1,,,"10 HY; 30 HY","10 Hudson Yards; 30 Hudson Yards",,,,,,,,,1/13/17,423,1470,
HYA_000001553-001_A.jpg,98794072,6861300,,,,,,1553,,HYA.1553,1,"27"" x 22"" x 18.5""",,"10 HY; 30 HY","10 Hudson Yards; 30 Hudson Yards",,,,,,,,,1/13/17,462,1470,
HYA_000001553-001_F.jpg,98794070,6861300,,,,,,1553,,HYA.1553,1,"27"" x 22"" x 18.5""",,"10 HY; 30 HY","10 Hudson Yards; 30 Hudson Yards",,,,,,,,,1/13/17,1104,1363,
HYA_000001537-001_F.jpg,98794069,6861300,,,,,,1537,,HYA.1537,1,"12"" x 3"" x 2""",,"10 HY; 30 HY","10 Hudson Yards; 30 Hudson Yards",,,,,,,,6/3/11,1/13/17,995,914,
HYA_000001550-001_A.jpg,98794068,6861300,,,,,,1550,,HYA.1550,1,,,"10 HY; 30 HY","10 Hudson Yards; 30 Hudson Yards",,,,,,,,,1/13/17,330,1458,
HYA_000001548-001_B.jpg,98794067,6861300,,,,,,1548,,HYA.1548,1,"12"" x 3"" x 2""",,"10 HY; 30 HY","10 Hudson Yards; 30 Hudson Yards",,,,,,,,6/3/11,1/13/17,337,1467,
HYA_000001541-001_E.jpg,98794066,6861300,,,,,,1541,,HYA.1541,1,"13"" x 3"" x 2""",,"10 HY; 30 HY","10 Hudson Yards; 30 Hudson Yards",,,,,,,,2/7/12,1/13/17,883,1092,
"2012_02-06 Culture Shed imagery_Page_14.jpg",98794063,6861313,New,Unknown,,,,,,,,,,,,,,,,,,,2/6/12,11/23/19,3566,2307,"Design Documents,Renderings,Eastern Rail Yard,The Shed,Americas,United States,NY - New York,Hudson Yards"
HYA_000001543-001_C.jpg,98794062,6861300,,,,,,1543,,HYA.1543,1,"12"" x 3"" x 2""",,"10 HY; 30 HY","10 Hudson Yards; 30 Hudson Yards",,,,,,,,,1/13/17,433,1458,
HYA_000001533-001_F.jpg,98794061,6861300,,,,,,1533,,HYA.1533,1,"12"" x 7.5"" x 4""",,"10 HY; 30 HY; Superblock","10 Hudson Yards; 30 Hudson Yards; Retail",,"3 separate pieces",,,,,,,1/13/17,1500,920,
HYA_000001539-001_A.jpg,98794059,6861300,,,,,,1539,,HYA.1539,1,"13"" x 3"" x 2""",,"10 HY; 30 HY","10 Hudson Yards; 30 Hudson Yards",,"Two separate pieces",,,,,,,1/13/17,397,1476,
"20130412_Bill Sketch-towerC_edit2.jpeg",98794058,6861301,New,"Kohn Pedersen Fox Associates",,,,,,,,,,,,,,,,,,,4/12/13,11/21/19,460,640,"Design Documents,Concept Sketches,Architects and Designers,William Pedersen,Americas,United States,NY - New York,Hudson Yards"
A011.dwg,98794056,6861306,New,,,,,,,,,,,,,,,,,,,,,11/19/19,,,
HYA_000001547-001_F.jpg,98794055,6861300,,,,,,1547,,HYA.1547,1,"12"" x 3"" x 2""",,"10 HY; 30 HY","10 Hudson Yards; 30 Hudson Yards",,,,,,,,,1/13/17,1032,980,
"ERY Operating Budget - Culture Shed Allocations 11 19 13.docx",98794054,6861316,New,Unknown,,,,,,,,,,,,,,,,,,,11/19/13,11/19/19,,,"Eastern Rail Yard,The Shed,Americas,United States,NY - New York,Hudson Yards"
"Culture Shed PowerPoint 2.ppt",98794053,6861308,New,Unknown,,,,,,,,,,,,,,,,,,,,11/19/19,,,"Eastern Rail Yard,The Shed"
HYA_000000711-001_A.jpg,98794052,6861302,New,,,,,711,,HYA.711,1,"8.5"" x 11""",,"Concept Name Pavilion and Park","Bird's Eye Perspective",,,4/22/15,,,,,1/1/11,10/20/17,1176,1500,
HYA_000001549-001_B.jpg,98794050,6861300,,,,,,1549,,HYA.1549,1,,,"10 HY; 30 HY","10 Hudson Yards; 30 Hudson Yards",,,,,,,,,1/13/17,344,1467,
Picture1.jpg,98794049,6861308,New,,,,,,,,,,,,,,,,,,,,,11/24/19,499,281,
Picture1.jpg,98794049,6861308,New,Unknown,,,,,,,,,,,,,,,,,,,,11/24/19,1024,768,"Eastern Rail Yard,The Shed"
HYA_000001530-001_B.jpg,98794048,6861300,,,,,,1530,,HYA.1530,1,"13"" x 7.5"" x 4""",,"10 HY; 30 HY; Superblock","10 Hudson Yards; 30 Hudson Yards; Retail",,"3 Separate Piees",,,,,,,1/13/17,470,1476,
HY-TD_TD_CS_CONDO_PLANS_-_DRAFT_20131002[1].pdf,98794047,6861303,New,,,,,,,,,,,,,,,,,,,,,5/21/19,1584,1008,
HYA_000001552-001_B.jpg,98794046,6861300,,,,,,1552,,HYA.1552,1,,,"10 HY; 30 HY","10 Hudson Yards; 30 Hudson Yards",,,,,,,,,1/13/17,338,1452,
HYA_000000702-001_B.jpg,98794045,6861302,New,"Elkus Manfredi Architects",Deaccessioned,"Returned to Original Lender",,702,,HYA.702,1,"7.5"" x 4.5""","Paper Napkin,Marker Pen","Concept Name Pavilion and Park","Bird's Eye Perspective; (double-sided); Max's Deli",,"2015-10-07 - MS - Deaccessioned",4/22/15,"Asset Atelier:",,"Conceptual Design",,1/1/11,2/26/18,890,1500,"Design Documents,Original Sketches,Architecture and Design,Elkus Manfredi Architects,Americas,United States,NY - New York,Hudson Yards"
"Exhibit B - Floor Plans and Sections.pdf",98794044,6861302,New,"Kohn Pedersen Fox Associates",,,,,,,,,,,,,,,,,,,,4/11/18,792,1224,"Design Documents,Architectural PlansAmericas,United States,NY - New York,Hudson Yards"
"Exhibit B - Floor Plans and Sections.pdf",98794044,6861302,New,,,,,,,,,,,,,,,,,,,,,4/11/18,792,1224,
Hudson_Yards_Sketch_WEP1.jpg,98794043,6861301,New,"Kohn Pedersen Fox Associates",,,,,,,,,,,,,,,,,,,,11/21/19,4387,3133,"Design Documents,Concept Sketches,Architects and Designers,William Pedersen"
HYA_000000874-001_B.jpg,98794042,6861302,New,,,,,874,,HYA.874,1,"11.5"" x 17""",,"Concept Name West Atrium Gallery","Regular Perspective; 1; Red Star; 2 entrances 10th Avenue Triumphal Arch",,,4/23/15,,,,,1/1/13,10/13/17,1500,1071,
HYA_000000871-001_A.jpg,98794041,6861302,New,"Elkus Manfredi Architects",Deaccessioned,"Returned to Original Lender",,871,,HYA.871,1,"12"" x 27""","Trace Paper,Marker Pen,Color Pencil","Concept Name Glass Bridges","Regular Perspective; Gallery; Curve; 1",,"2015-10-07 - MS - Deaccessioned",4/23/15,"Asset Atelier:",,"Conceptual Design",,1/1/13,1/3/18,1500,700,"Design Documents,Original Sketches,Architecture and Design,Elkus Manfredi Architects,Americas,United States,NY - New York,Hudson Yards"
HYA_000000888-001_A.jpg,98794040,6861302,New,"Elkus Manfredi Architects",Deaccessioned,"Returned to Original Lender",,888,,HYA.888,1,"12"" x 24""","Trace Paper,Color Marker Pen","Concept Name Light",,,"2015-10-07 - MS - Deaccessioned",4/23/15,"Asset Atelier:",,"Conceptual Design",,1/1/13,12/14/17,1500,800,"Design Documents,Original Sketches,Architecture and Design,Elkus Manfredi Architects,Americas,United States,NY - New York,Hudson Yards"
HYA_000001550-001_F.jpg,98794039,6861300,,,,,,1550,,HYA.1550,1,,,"10 HY; 30 HY","10 Hudson Yards; 30 Hudson Yards",,,,,,,,,1/13/17,759,1206,
HYA_000000703-001_A.jpg,98794038,6861302,New,,,,,703,,HYA.703,1,"12"" x 21""",,"Concept Name Pavilion and Park","Bird's Eye Perspective",,,4/22/15,,,,,1/1/11,10/13/17,1500,946,"Americas,United States,NY - New York,Hudson Yards"
HYA_000000860-001_A.jpg,98794037,6861302,New,"Elkus Manfredi Architects",Deaccessioned,"Returned to Original Lender",,860,,HYA.860,1,"12"" x 25""","Trace Paper,Marker Pen,Color Pencil","Concept Name Elevation Study for Wood","Regular Perspective",,"2015-10-07 - MS - Deaccessioned",4/23/15,"Asset Atelier:",,"Conceptual Design",,1/1/13,12/13/17,1500,804,"Design Documents,Original Sketches,Architecture and Design,Elkus Manfredi Architects,Americas,United States,NY - New York,Hudson Yards"
HYA_000001543-001_A.jpg,98794036,6861300,,,,,,1543,,HYA.1543,1,"12"" x 3"" x 2""",,"10 HY; 30 HY","10 Hudson Yards; 30 Hudson Yards",,,,,,,,,1/13/17,422,1422,
HYA_000001549-001_C.jpg,98794035,6861300,,,,,,1549,,HYA.1549,1,,,"10 HY; 30 HY","10 Hudson Yards; 30 Hudson Yards",,,,,,,,,1/13/17,263,1500,
HYA_000001534-001_C.jpg,98794034,6861300,,,,,,1534,,HYA.1534,1,"8.5"" x 2.25"" x 2.25""",,"10 HY; 30 HY","10 Hudson Yards; 30 Hudson Yards",,,,,,,,,1/13/17,426,1470,
"12_1115_CS DOB Dwgs (3).pdf",98794033,6861309,New,Unknown,,,,,,,,,,,,,,,,,,,11/15/12,11/20/19,2592,1728,"Eastern Rail Yard,The Shed,Americas,United States,NY - New York,Hudson Yards"
HYA_000001551-001_D.jpg,98794032,6861300,,,,,,1551,,HYA.1551,1,,,"10 HY; 30 HY","10 Hudson Yards; 30 Hudson Yards",,,,,,,,,1/13/17,305,1500,
HYA_000000864-001_A.jpg,98794031,6861302,New,,,,,864,,HYA.864,1,"12"" x 22.5""",,"Concept Name Window Concept","Regular Perspective; Industrial windows",,,4/23/15,,,,,1/1/13,10/20/17,1500,884,
HYA_000000781-001_A.jpg,98794030,6861302,New,"Elkus Manfredi Architects",Deaccessioned,"Returned to Original Lender",,780,,HYA.781,1,"8.5"" x 11""","Vellum Paper,Marker Pen",,"Regular Perspective",,"2015-10-07 - MS - Deaccessioned",4/23/15,"Asset Atelier:",,"Conceptual Design",,1/1/12,12/11/17,1500,1208,"Design Documents,Original Sketches,Architecture and Design,Elkus Manfredi Architects,Americas,United States,NY - New York,Hudson Yards"
"CS_Re-Proportioning Sketch_10032012 clean.jpg",98794029,6861309,New,Unknown,,,,,,,,,,,,,,,,,,,10/3/12,11/23/19,4800,3600,"Design Documents,Floor Plans,Eastern Rail Yard,The Shed,Americas,United States,NY - New York,Hudson Yards"
"2012_02-06 Culture Shed imagery_Page_10.jpg",98794028,6861313,New,Unknown,,,,,,,,,,,,,,,,,,,2/6/12,11/23/19,1500,1125,"Eastern Rail Yard,The Shed,Americas,United States,NY - New York,Hudson Yards"
HYA_000000770-001_A.jpg,98794027,6861302,New,,,,,770,,HYA.770,1,"8.5"" x 11""",,"Concept Name West Atrium Roof Studies","Regular Perspective",,,4/23/15,,,,,1/1/12,10/20/17,1500,1179,
HYA_000001536-001_C.jpg,98794026,6861300,,,,,,1536,,HYA.1536,1,"11.5"" x 3"" x 2""",,"10 HY; 30 HY","10 Hudson Yards; 30 Hudson Yards",,,,,,,,6/3/11,1/13/17,425,1466,
HYA_000000846-001_A.jpg,98794025,6861302,New,,,,,846,,HYA.846,1,"11"" x 17""",,"Concept Name Gallery","Regular Perspective",,,4/23/15,,,,,1/1/13,10/20/17,1500,952,
HYA_000000792-001_A.jpg,98794024,6861302,New,,,,,792,,HYA.792,1,"8.5"" x 11""",,"Concept Name Gallery","Regular Perspective",,,4/23/15,,,,,1/1/12,10/20/17,1500,1216,
"A011 24x36 (1).pdf",98794023,6861305,New,Unknown,,,,,,,,,,,,,,,,,,,,11/19/19,2592,1728,"Design Documents,Elevations,Eastern Rail Yard,The Shed,Americas,United States,NY - New York,Hudson Yards"
HYA_000001548-001_F.jpg,98794021,6861300,,,,,,1548,,HYA.1548,1,"12"" x 3"" x 2""",,"10 HY; 30 HY","10 Hudson Yards; 30 Hudson Yards",,,,,,,,6/3/11,1/13/17,948,1019,
HYA_000001545-001_B.jpg,98794019,6861300,,,,,,1545,,HYA.1545,1,"12"" x 3"" x 2""",,"10 HY; 30 HY","10 Hudson Yards; 30 Hudson Yards",,,,,,,,,1/13/17,327,1479,
